country,iso_code,Wealth,year,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_m,trans_prim_m,trans_lowsec_m,attend_higher_1822_m,overage2plus_m
Nepal,NPL,Quintile 1,2011,0.5572,0.353642857,,3.4880625,0.4273875,0.5664875,0.172255556,0.145622222,0.349188889,323.375,323.375,323.375,,,,0.218488889,0.813385714,0.6578,0.100571429,0.397744444
Nepal,NPL,Quintile 2,2011,0.6263,0.4615875,,4.938271429,0.284128571,0.400271429,0.094155556,0.095555556,0.311088889,381.8571429,381.8571429,381.8571429,,,,0.133144444,0.8574,0.721742857,0.1325625,0.333455556
Nepal,NPL,Quintile 3,2011,0.7668,0.565922222,,6.077522222,0.182066667,0.261844444,0.060233333,0.088188889,0.2012,358.6666667,358.6666667,358.6666667,,,,0.157577778,0.877422222,0.750844444,0.235455556,0.355188889
Nepal,NPL,Quintile 4,2011,0.838277778,0.6996,,7.835288889,0.091477778,0.132111111,0.048266667,0.046266667,0.1478,419.5555556,419.5555556,419.5555556,,,,0.117533333,0.921811111,0.852877778,0.398311111,0.280188889
Nepal,NPL,Quintile 5,2011,0.940622222,0.886144444,,9.646166667,0.026333333,0.034777778,0.010755556,0.020366667,0.053911111,492,492,492,,,,0.045755556,0.959544444,0.939555556,0.5765,0.158644444
Netherlands,NLD,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Quintile 1,2011,0.309527778,0.195941071,0.0874,,0.011106667,0.036783333,0.558193902,0.579388136,0.664537736,165.4333333,165.4333333,165.4333333,526.695122,252.3389831,190.9056604,0.539338028,0.81505,0.807053333,0.01285122,0.302329167
Nigeria,NGA,Quintile 2,2011,0.576284848,0.431525373,0.188496078,,0.002938636,0.026284091,0.315684906,0.298797297,0.399332258,191.7954545,191.7954545,191.7954545,374.5283019,186.3783784,172.5,0.245933708,0.868691525,0.865245455,0.038007273,0.238776636
Nigeria,NGA,Quintile 3,2011,0.80040625,0.632477143,0.461439583,,0.003514493,0.01942029,0.192889744,0.107598718,0.197195385,164.6956522,164.6956522,164.6956522,275.7435897,154.2564103,151.6615385,0.102882727,0.931170732,0.895146154,0.075228571,0.181106195
Nigeria,NGA,Quintile 4,2011,0.899505682,0.810611111,0.633929412,,0,0.003305882,0.126751456,0.034574074,0.161028889,158.2205882,158.2205882,158.2205882,238.038835,158.0740741,162.8666667,0.038537931,0.95599,0.942082,0.146552239,0.145956
Nigeria,NGA,Quintile 5,2011,0.943936765,0.902183871,0.849048,,0,0.000242553,0.070458228,0.043982857,0.177522581,175.9148936,175.9148936,175.9148936,219.6329114,182.1714286,171.7741935,0.022164286,0.984247826,0.987406452,0.267427907,0.078794872
North Macedonia,MKD,Quintile 1,2011,0.98425,0.96178,0.3380375,,0.003081818,0.0144,0.024045455,0.04955,0.37195,120.5454545,120.5454545,120.5454545,93.18181818,98.5,95.71428571,0.011318182,0.5906,0.953175,0.118014286,0.02715625
North Macedonia,MKD,Quintile 2,2011,0.998138889,0.96795,0.641322222,,0,0.005006667,0.021964286,0.014936364,0.257130769,92.26666667,92.26666667,92.26666667,84.42857143,86.27272727,83.84615385,0.007892857,0.827071429,0.9865,0.278714286,0.006157143
North Macedonia,MKD,Quintile 3,2011,1,1,0.8438625,,0,0,0.005383333,0,0.083090909,79.78571429,79.78571429,79.78571429,75,59.5,74.90909091,0,0.954642857,0.982125,0.367842857,0.00453125
North Macedonia,MKD,Quintile 4,2011,1,1,0.9148,,0,0,0.00984,0.0154125,0.056055556,75.53846154,75.53846154,75.53846154,70.4,62.875,63.11111111,0.0148625,0.986644444,0.98898,0.616583333,0.009742857
North Macedonia,MKD,Quintile 5,2011,1,1,0.979571429,,0,0,0.00445,0,0.0047,83.6,83.6,83.6,94,68.71428571,73.28571429,0,0.997655556,0.995175,0.7454125,0
Norway,NOR,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Panama,PAN,Quintile 1,2011,0.823155556,0.528411111,0.270922222,,,,0.032066667,0.071633333,0.314133333,,,,,,,,,,,
Panama,PAN,Quintile 2,2011,0.934155556,0.662844444,0.422777778,,,,0.005833333,0.068466667,0.2292,,,,,,,,,,,
Panama,PAN,Quintile 3,2011,0.933377778,0.786966667,0.512988889,,,,0.008433333,0.064833333,0.181333333,,,,,,,,,,,
Panama,PAN,Quintile 4,2011,0.961840909,0.849177778,0.695922222,,,,0.0036,0.032166667,0.1385,,,,,,,,,,,
Panama,PAN,Quintile 5,2011,0.981518182,0.913355556,0.788144444,,,,0.0029,0.017266667,0.060166667,,,,,,,,,,,
Paraguay,PRY,Quintile 1,2011,0.844622222,0.524888889,0.220344444,,,,0.0344,0.1013,0.337733333,,,,,,,,,,,
Paraguay,PRY,Quintile 2,2011,0.860777778,0.636966667,0.3878875,,,,0.0086,0.0744,0.234333333,,,,,,,,,,,
Paraguay,PRY,Quintile 3,2011,0.887022222,0.719444444,0.469511111,,,,0.005,0.0535,0.235433333,,,,,,,,,,,
Paraguay,PRY,Quintile 4,2011,0.940722222,0.760044444,0.649022222,,,,0.000866667,0.040333333,0.2062,,,,,,,,,,,
Paraguay,PRY,Quintile 5,2011,0.9691,0.856222222,0.744288889,,,,0.002566667,0.010766667,0.131166667,,,,,,,,,,,
Peru,PER,Quintile 1,2011,0.886511111,0.700511111,0.5547,,,,0.016533333,0.051666667,0.1893,,,,,,,,,,,
Peru,PER,Quintile 2,2011,0.9221,0.769655556,0.655944444,,,,0.014233333,0.039633333,0.1807,,,,,,,,,,,
Peru,PER,Quintile 3,2011,0.942766667,0.824666667,0.717933333,,,,0.010766667,0.0317,0.1862,,,,,,,,,,,
Peru,PER,Quintile 4,2011,0.951555556,0.860677778,0.807644444,,,,0.009333333,0.0266,0.1637,,,,,,,,,,,
Peru,PER,Quintile 5,2011,0.962336364,0.8913,0.850544444,,,,0.0095,0.029533333,0.123466667,,,,,,,,,,,
Poland,POL,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Poland,POL,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Poland,POL,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Poland,POL,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Poland,POL,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Rep. of Korea,KOR,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Rep. of Korea,KOR,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Rep. of Korea,KOR,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Rep. of Korea,KOR,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Rep. of Korea,KOR,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Russian Fed.,RUS,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Russian Fed.,RUS,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Russian Fed.,RUS,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Russian Fed.,RUS,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Russian Fed.,RUS,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Quintile 1,2011,0.256011111,0.092711111,0.010428571,1.815888889,0.749955556,0.792877778,0.518788889,0.494211111,0.656822222,598.2222222,598.2222222,598.2222222,,,,0.429266667,0.933625,0.5826,0.0074,0.1472
Senegal,SEN,Quintile 2,2011,0.328822222,0.105566667,0.014366667,2.329377778,0.673588889,0.7316,0.460866667,0.435744444,0.609122222,566.2222222,566.2222222,566.2222222,,,,0.374755556,0.935455556,0.7183,0.008577778,0.143866667
Senegal,SEN,Quintile 3,2011,0.406033333,0.150155556,0.031444444,3.367566667,0.534811111,0.6073,0.415144444,0.382477778,0.542455556,607.1111111,607.1111111,607.1111111,,,,0.344533333,0.943677778,0.684575,0.007911111,0.167566667
Senegal,SEN,Quintile 4,2011,0.423233333,0.150977778,0.037422222,3.700122222,0.506288889,0.567233333,0.425733333,0.368933333,0.548266667,504.4444444,504.4444444,504.4444444,,,,0.346388889,0.959822222,0.836883333,0.015311111,0.161422222
Senegal,SEN,Quintile 5,2011,0.537644444,0.243333333,0.146825,5.338888889,0.393611111,0.441388889,0.383666667,0.334188889,0.471877778,367.5555556,367.5555556,367.5555556,,,,0.282933333,0.947671429,0.85565,0.066411111,0.113377778
Serbia,SRB,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Quintile 1,2011,0.096233333,0.014088889,0.0033625,5.40135,0.040783333,0.29265,0.778288889,0.695588889,0.760388889,54.66666667,54.66666667,54.66666667,1118.222222,281.3333333,404.4444444,0.711022222,,,0.0066,
Somalia,SOM,Quintile 2,2011,0.220655556,0.095433333,0.008277778,8.2336875,0.039,0.211725,0.616222222,0.486555556,0.602966667,96.625,96.625,96.625,1094.666667,287.1111111,440.4444444,0.503633333,,,0.017322222,
Somalia,SOM,Quintile 3,2011,0.396888889,0.137766667,0.026744444,8.182244444,0.034633333,0.111577778,0.546533333,0.3516,0.475566667,142.6666667,142.6666667,142.6666667,1162.222222,289.3333333,474.2222222,0.388022222,,,0.030455556,
Somalia,SOM,Quintile 4,2011,0.545511111,0.2738125,0.1067375,9.040785714,0.019471429,0.097185714,0.447233333,0.270488889,0.390211111,254.8571429,254.8571429,254.8571429,1126.666667,323.5555556,536.4444444,0.301366667,,,0.112471429,
Somalia,SOM,Quintile 5,2011,0.69455,0.404216667,0.22135,9.9533,0.002166667,0.033266667,0.293033333,0.1866,0.29055,475.3333333,475.3333333,475.3333333,1051.111111,476,928.6666667,0.188757143,,,0.214816667,
South Africa,ZAF,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Syrian A. R.,SYR,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Syrian A. R.,SYR,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Syrian A. R.,SYR,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Syrian A. R.,SYR,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Syrian A. R.,SYR,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Trinidad/Tobago,TTO,Quintile 1,2011,0.930376923,0.836554545,0.67888,,0.003664706,0.033888235,0.044952381,0.041015385,0.1589,92.23529412,92.23529412,92.23529412,127.2857143,71.61538462,55.625,,,,,
Trinidad/Tobago,TTO,Quintile 2,2011,0.982461538,0.959016667,0.833409091,,0,0.008058824,0.0381,0.019127273,0.087488889,90.47058824,90.47058824,90.47058824,98.09090909,61.81818182,59.55555556,,,,,
Trinidad/Tobago,TTO,Quintile 3,2011,0.960472727,0.949354545,0.90615,,0,0,0.03942,0.019681818,0.116433333,79.11111111,79.11111111,79.11111111,95.85,61,53.83333333,,,,,
Trinidad/Tobago,TTO,Quintile 4,2011,0.993315385,0.970116667,0.9353,,0,0,0.023172222,0.02084,0.049842857,86.77777778,86.77777778,86.77777778,94.38888889,59.7,56.42857143,,,,,
Trinidad/Tobago,TTO,Quintile 5,2011,1,0.981254545,0.940609091,,0.005782353,0.005782353,0.033358824,0,0.05976,81.52941176,81.52941176,81.52941176,88.52941176,58,45.6,,,,,
Tunisia,TUN,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
U. A. Emirates,ARE,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
U. A. Emirates,ARE,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
U. A. Emirates,ARE,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
U. A. Emirates,ARE,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
U. A. Emirates,ARE,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,Quintile 1,2011,0.142055556,0.0264375,0.0193,4.429821053,0.242494737,0.360226316,0.179378788,0.268790476,0.704,173.1578947,173.1578947,173.1578947,477.8484848,229.047619,116.5333333,0.267165217,0.48855,,0.004966667,0.533593103
Uganda,UGA,Quintile 2,2011,0.248961905,0.1108125,0.05155,6.027654167,0.0700375,0.165770833,0.122802941,0.148634615,0.666484615,132.0833333,132.0833333,132.0833333,333.6764706,156.2307692,110.3846154,0.165932143,0.687516667,0.34375,0.011017647,0.512903226
Uganda,UGA,Quintile 3,2011,0.31847,0.148716667,0.038408333,6.685183333,0.0680875,0.162875,0.086458824,0.1578,0.607333333,118.25,118.25,118.25,322.5,139.8387097,102.5833333,0.112653333,0.6833625,0.326975,0.012771429,0.470822581
Uganda,UGA,Quintile 4,2011,0.503275,0.268464706,0.119853846,7.769603704,0.060540741,0.104859259,0.074836364,0.116203226,0.50485625,106.3333333,106.3333333,106.3333333,341.6363636,168.1612903,99.0625,0.088153333,0.83731875,0.4819,0.039734615,0.454946667
Uganda,UGA,Quintile 5,2011,0.6549,0.5004,0.352561905,10.1066,0.016174074,0.041559259,0.059475,0.196936364,0.531,244.6666667,244.6666667,244.6666667,290.2777778,163.7878788,131.6315789,0.045669697,0.871414286,0.651741176,0.11188,0.3001
Ukraine,UKR,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
United States,USA,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
United States,USA,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
United States,USA,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
United States,USA,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
United States,USA,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Quintile 1,2011,0.954144444,0.404977778,0.1040625,,,,0.015166667,0.092533333,0.451966667,,,,,,,,,,,
Uruguay,URY,Quintile 2,2011,0.965588889,0.579911111,0.217666667,,,,0.010866667,0.0909,0.3304,,,,,,,,,,,
Uruguay,URY,Quintile 3,2011,0.984611111,0.674211111,0.296725,,,,0.021766667,0.0566,0.280866667,,,,,,,,,,,
Uruguay,URY,Quintile 4,2011,0.980222222,0.789766667,0.4718,,,,0.034433333,0.042433333,0.197166667,,,,,,,,,,,
Uruguay,URY,Quintile 5,2011,0.98636,0.887475,0.647077778,,,,0.028033333,0.032866667,0.0986,,,,,,,,,,,
"Venezuela, B. R.",VEN,Quintile 1,2011,0.900166667,0.702566667,0.556533333,,,,0.0277,0.0663,0.2057,,,,,,,,,,,
"Venezuela, B. R.",VEN,Quintile 2,2011,0.929633333,0.756133333,0.622333333,,,,0.0216,0.0511,0.1766,,,,,,,,,,,
"Venezuela, B. R.",VEN,Quintile 3,2011,0.952833333,0.809433333,0.707333333,,,,0.0165,0.0318,0.1563,,,,,,,,,,,
"Venezuela, B. R.",VEN,Quintile 4,2011,0.967266667,0.873566667,0.7672,,,,0.0115,0.0238,0.1247,,,,,,,,,,,
"Venezuela, B. R.",VEN,Quintile 5,2011,0.964533333,0.8868,0.853833333,,,,0.0108,0.027,0.0989,,,,,,,,,,,
Yemen,YEM,Quintile 1,2011,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Quintile 2,2011,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Quintile 3,2011,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Quintile 4,2011,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Quintile 5,2011,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Quintile 1,2012,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Quintile 2,2012,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Quintile 3,2012,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Quintile 4,2012,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Quintile 5,2012,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,Quintile 1,2012,0.858593333,0.368706667,0.156826667,,0.01675,0.06338,0.038896667,0.123906667,0.40918,585.4,585.4,585.4,622.2,467.4,404.4,,,,,
Algeria,DZA,Quintile 2,2012,0.946873333,0.489996667,0.203203333,,0.007276667,0.03297,0.025213333,0.06114,0.297666667,549.4,549.4,549.4,493,372,309.6,,,,,
Algeria,DZA,Quintile 3,2012,0.940983333,0.54883,0.263463333,,0.003916667,0.025063333,0.01817,0.045803333,0.236813333,624.6,624.6,624.6,528.8,401.6,331.2,,,,,
Algeria,DZA,Quintile 4,2012,0.961083333,0.645403333,0.330346667,,0.00097,0.01548,0.015463333,0.0306,0.198033333,644.2,644.2,644.2,543.2,393.6,330.6,,,,,
Algeria,DZA,Quintile 5,2012,0.99091,0.769553333,0.50242,,0.00097,0.005753333,0.015493333,0.01723,0.118363333,614.2,614.2,614.2,470.4,369.8,316.2,,,,,
Argentina,ARG,Quintile 1,2012,0.939945,0.644690244,0.457894444,9.966863043,0.007706522,0.019465217,0.008801887,0.0345725,0.211595556,159.1521739,159.1521739,159.1521739,227.6981132,145.4,142.1111111,0.002176,0.895420833,0.84054,,
Argentina,ARG,Quintile 2,2012,0.971442105,0.772725714,0.661754054,11.39180682,0.002138636,0.008645455,0.010784,0.01077027,0.124166667,178.2045455,178.2045455,178.2045455,176.08,120.4054054,125.0769231,0.000441304,0.941693333,0.875345946,,
Argentina,ARG,Quintile 3,2012,0.973933333,0.741052,0.661134483,11.68553902,0.006441463,0.009629268,0.006236957,0.016588462,0.0873,168.0243902,168.0243902,168.0243902,170.2826087,139.8846154,146.2222222,0,0.968208333,0.842078788,,
Argentina,ARG,Quintile 4,2012,0.973707692,0.803785,0.74967037,12.24672683,0.000434146,0.00265122,0.006745,0.014976923,0.103223077,164.9268293,164.9268293,164.9268293,175.95,127.6538462,136.7692308,0.000856757,0.964108333,0.881154839,,
Argentina,ARG,Quintile 5,2012,0.987340741,0.863316667,0.819088889,13.01242051,4.62E-05,0.002148718,0.006458974,0.0188375,0.055075,158.6410256,158.6410256,158.6410256,165.8717949,133.0833333,121.1785714,0.001018919,0.989762162,0.906713333,,
Australia,AUS,Quintile 1,2012,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 2,2012,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 3,2012,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 4,2012,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 5,2012,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 1,2012,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 2,2012,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 3,2012,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 4,2012,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 5,2012,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,Quintile 1,2012,0.9693,0.9518,0.871733333,,0,0,0.0038,0,0,50.55555556,50.55555556,50.55555556,56.88888889,41.33333333,31,0.033488889,1,0.985766667,0.102075,0.69115
Barbados,BRB,Quintile 2,2012,0.97415,0.98525,0.93706,,0,0,0.00746,0.0256,0.0989,51.14285714,51.14285714,51.14285714,61.7,44.4,42.5,0.019511111,1,0.980833333,0.253544444,0.6740625
Barbados,BRB,Quintile 3,2012,1,1,0.93726,,0,0,0,0.0249,0.0371,51.42857143,51.42857143,51.42857143,58.55555556,42.5,37,0.020514286,1,0.9814,0.4153125,0.715066667
Barbados,BRB,Quintile 4,2012,0.990566667,0.9848,0.9685,,0,0,0.0191625,0.01405,0.0107,49.2,49.2,49.2,56,46,43,0.054933333,1,0.9924,0.515571429,0.627625
Barbados,BRB,Quintile 5,2012,0.99278,0.985533333,0.971225,,0,0,0,0.026666667,0.0228,51.33333333,51.33333333,51.33333333,61.6,41.66666667,54,0.026,1,1,0.550425,0.66712
Belarus,BLR,Quintile 1,2012,1,0.996116667,0.781914286,,0,0,0.068072727,0,0,85,85,85,80.18181818,98.91666667,48.33333333,0,1,0.923285714,0.221711111,0
Belarus,BLR,Quintile 2,2012,0.985709091,1,0.897333333,,0,0,0.072766667,0.00646,0.032025,103.3333333,103.3333333,103.3333333,84.53333333,86.6,52,0.009777778,1,0.979144444,0.449844444,0
Belarus,BLR,Quintile 3,2012,1,1,0.916666667,,0,0,0.11614,0,0,112.3333333,112.3333333,112.3333333,77.8,86.4,46.5,0,1,0.987733333,0.4048625,0
