country,iso_code,Wealth,year,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_m,trans_prim_m,trans_lowsec_m,attend_higher_1822_m,overage2plus_m
Argentina,ARG,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,Quintile 1,2006,0.943132,0.8244,0.511725,9.272342857,0.04265,0.065442857,0.086666667,0.067183333,0.23858,109.8214286,109.8214286,109.8214286,130.8333333,171,95.26666667,0.025576667,0.992175862,0.777036364,0.03734,0.043095833
Azerbaijan,AZE,Quintile 2,2006,0.988228571,0.868873684,0.696694444,10.46336,0.014908,0.017748,0.066208,0.021853333,0.196523529,122.56,122.56,122.56,99.76,146.7,95.94117647,0.006882759,0.9996,0.808336,0.050080769,0.042647619
Azerbaijan,AZE,Quintile 3,2006,0.976408,0.9187375,0.749594118,10.97915,0.005384615,0.018042308,0.049331579,0.029290909,0.153191667,117.6923077,117.6923077,117.6923077,114,143.030303,102.0833333,0.00752,0.9970375,0.894794737,0.104,0.05633
Azerbaijan,AZE,Quintile 4,2006,0.994988889,0.96456,0.825488235,11.6079875,0.002479167,0.007220833,0.047742857,0.015167857,0.064836364,125.2083333,125.2083333,125.2083333,116.7857143,119.8928571,102.6363636,0.00416087,1,0.913571429,0.214525,0.0196
Azerbaijan,AZE,Quintile 5,2006,0.994777273,0.971927273,0.887627273,12.67305,0,0,0.02191,0.010883333,0.03456,189.8333333,189.8333333,189.8333333,128.2,205.5,105.9,0,1,0.948558333,0.358316667,0.03328
Bangladesh,BGD,Quintile 1,2006,0.518588889,0.171511111,0.011777778,,0.065633333,0.247851852,0.269533333,0.493555556,0.837288889,497.5555556,497.5555556,497.5555556,,,,0.212514815,,,0.009722222,0.251159259
Bangladesh,BGD,Quintile 2,2006,0.631077778,0.293922222,0.026422222,,0.045737037,0.185162963,0.196266667,0.3927,0.771288889,763.3333333,763.3333333,763.3333333,,,,0.145733333,,,0.020766667,0.236140741
Bangladesh,BGD,Quintile 3,2006,0.7337,0.403755556,0.0561,,0.024714815,0.113555556,0.169777778,0.317366667,0.702022222,979.3333333,979.3333333,979.3333333,,,,0.099244444,,,0.037962963,0.192014815
Bangladesh,BGD,Quintile 4,2006,0.809933333,0.568111111,0.122577778,,0.008722222,0.061640741,0.116677778,0.242433333,0.595111111,1189.555556,1189.555556,1189.555556,,,,0.074007407,,,0.078433333,0.155307407
Bangladesh,BGD,Quintile 5,2006,0.868211111,0.772133333,0.310488889,,0.003033333,0.023092593,0.100455556,0.192544444,0.434755556,1210,1210,1210,,,,0.080925926,,,0.212403704,0.086837037
Belgium,BEL,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,Quintile 1,2006,0.8334,0.066,0,,0.008242857,0.0333,,,,82.14285714,82.14285714,82.14285714,,,,0.009736364,,,0.03355,0.16914
Belize,BLZ,Quintile 2,2006,0.8607,0.2008,0.0401,,0.016525,0.022125,,,,68.5,68.5,68.5,,,,0.015146154,,,0.0491125,0.13620625
Belize,BLZ,Quintile 3,2006,0.9228,0.2551,0.0999,,0,0.0447,,,,53.375,53.375,53.375,,,,0.005114286,,,0.070575,0.0976
Belize,BLZ,Quintile 4,2006,0.8992,0.3393,0.1239,,0.005885714,0.019928571,,,,63,63,63,,,,0.004076923,,,0.09993,0.126553846
Belize,BLZ,Quintile 5,2006,0.9552,0.4368,0.3681,,0,0,,,,71.25,71.25,71.25,,,,0,,,0.3516875,0.093433333
Benin,BEN,Quintile 1,2006,0.20113125,0.04542,0.001343478,1.054175676,0.813297297,0.869562162,0.539642857,0.591797561,0.767130769,180.8648649,180.8648649,180.8648649,547.5714286,196.9512195,141.8846154,0.493102778,0.86921,0.7553,0,0.563974286
Benin,BEN,Quintile 2,2006,0.312366667,0.096933333,0.0119,1.78577561,0.721887805,0.793717073,0.416409524,0.451592683,0.658068571,170.0487805,170.0487805,170.0487805,538.2380952,217.2439024,126.2571429,0.368377778,0.838892308,0.552075,0.000567647,0.550594444
Benin,BEN,Quintile 3,2006,0.431005556,0.10794,0.016226923,2.214928947,0.655992105,0.737915789,0.300154762,0.367638095,0.593591667,192.8684211,192.8684211,192.8684211,504.452381,220.1666667,132.7222222,0.253358333,0.856626316,0.632616667,0.002778125,0.512372222
Benin,BEN,Quintile 4,2006,0.591260526,0.196994286,0.052096774,3.762762791,0.484251163,0.575216279,0.200946667,0.287722222,0.490966667,205.3488372,205.3488372,205.3488372,441.7333333,215.0666667,146.4166667,0.171566667,0.903068,0.6751,0.007259459,0.440858974
Benin,BEN,Quintile 5,2006,0.737,0.469092308,0.227654167,7.140955172,0.207324138,0.298310345,0.122726667,0.195228947,0.318093103,297.9310345,297.9310345,297.9310345,366.5333333,270.3421053,215,0.091962162,0.959544444,0.805705882,0.054814286,0.323048718
Bolivia,BOL,Quintile 1,2006,0.798555556,0.7123375,0.402542857,,,,0.06,0.036566667,0.1944,,,,,,,,,,,
Bolivia,BOL,Quintile 2,2006,0.876366667,0.821225,0.457871429,,,,0.048633333,0.085433333,0.176333333,,,,,,,,,,,
Bolivia,BOL,Quintile 3,2006,0.847755556,0.853775,0.530542857,,,,0.051033333,0.0343,0.176766667,,,,,,,,,,,
Bolivia,BOL,Quintile 4,2006,0.8894625,0.876266667,0.625042857,,,,0.0344,0.065566667,0.179733333,,,,,,,,,,,
Bolivia,BOL,Quintile 5,2006,0.8863,0.89265,0.723071429,,,,0.029166667,0.035466667,0.127333333,,,,,,,,,,,
Bosnia/Herzeg.,BIH,Quintile 1,2006,0.986575,0.9559,0.3159,,0,0.003316667,,,,129.0833333,129.0833333,129.0833333,,,,0.005133333,,,0.114733333,0.039716667
Bosnia/Herzeg.,BIH,Quintile 2,2006,0.991625,0.9979,0.3935,,0.001864286,0.001864286,,,,106,106,106,,,,0.0023,,,0.23155,0.037042857
Bosnia/Herzeg.,BIH,Quintile 3,2006,0.988925,0.9861,0.5893,,0,0,,,,104.6666667,104.6666667,104.6666667,,,,0,,,0.2223625,0.007444444
Bosnia/Herzeg.,BIH,Quintile 4,2006,0.99685,0.9946,0.5959,,0,0.007605882,,,,97,97,97,,,,0.0075,,,0.230411111,0.066844444
Bosnia/Herzeg.,BIH,Quintile 5,2006,0.999625,0.9985,0.7788,,0,0.001230769,,,,104.6923077,104.6923077,104.6923077,,,,0.0069,,,0.332625,0.022588889
Brazil,BRA,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Quintile 1,2006,0.138383333,0.006166667,0,,0.0683,0.23155,0.6734,0.864466667,0.9581,43,43,43,,,,0.655213514,,,0,0.400204
Burkina Faso,BFA,Quintile 2,2006,0.11315,0.018716667,0,,0.0433,0.26385,0.669333333,0.887866667,0.951933333,54,54,54,,,,0.645617647,,,0,0.3604875
Burkina Faso,BFA,Quintile 3,2006,0.129016667,0.018083333,0.005966667,,0.02145,0.173475,0.61355,0.8615,0.9505,77.75,77.75,77.75,,,,0.5747825,,,0,0.3271
Burkina Faso,BFA,Quintile 4,2006,0.342766667,0.029811111,0.009633333,,0.021525,0.17235,0.447011111,0.666155556,0.876433333,75.875,75.875,75.875,,,,0.433931429,,,0.005311111,0.27093871
Burkina Faso,BFA,Quintile 5,2006,0.647733333,0.3369,0.07195,,0.009606667,0.070046667,0.177544444,0.437322222,0.584811111,164.2666667,164.2666667,164.2666667,,,,0.15336,,,0.043272222,0.205633333
C. A. R.,CAF,Quintile 1,2006,0.047725,0.013133333,0.005233333,,0.115808696,0.52306087,0.566944444,0.673188889,0.884433333,132.173913,132.173913,132.173913,,,,0.526733333,,,0,0.621244444
C. A. R.,CAF,Quintile 2,2006,0.114811111,0.043066667,0,,0.10065,0.396933333,0.495622222,0.603322222,0.854522222,130.1666667,130.1666667,130.1666667,,,,0.464411111,,,0,0.620044444
C. A. R.,CAF,Quintile 3,2006,0.147855556,0.052933333,0.003311111,,0.053044828,0.309531034,0.400155556,0.514255556,0.778377778,121.3793103,121.3793103,121.3793103,,,,0.354755556,,,0,0.604688889
C. A. R.,CAF,Quintile 4,2006,0.260255556,0.086055556,0.030755556,,0.061471429,0.208478571,0.262933333,0.370322222,0.727466667,138.1071429,138.1071429,138.1071429,,,,0.210711111,,,0,0.596311111
C. A. R.,CAF,Quintile 5,2006,0.435688889,0.221233333,0.076325,,0.027336842,0.120021053,0.155177778,0.291688889,0.494344444,212.5789474,212.5789474,212.5789474,,,,0.152022222,,,0.016733333,0.544222222
Cameroon,CMR,Quintile 1,2006,0.1512375,0.0526,0,,0.103666667,0.359708333,0.376777778,0.369944444,0.737685714,116.6666667,116.6666667,116.6666667,,,,0.329256522,,,0,0.494084
Cameroon,CMR,Quintile 2,2006,0.392488889,0.074875,0.009842857,,0.04792,0.184185,0.173688889,0.288322222,0.670911111,111.6,111.6,111.6,,,,0.144759459,,,0,0.33975641
Cameroon,CMR,Quintile 3,2006,0.609888889,0.177133333,0.029211111,,0.02034,0.073392,0.0913,0.195144444,0.484377778,117.4,117.4,117.4,,,,0.069697297,,,0,0.3110225
Cameroon,CMR,Quintile 4,2006,0.791933333,0.279966667,0.048633333,,0.007990625,0.0361625,0.061566667,0.145611111,0.437455556,142.375,142.375,142.375,,,,0.044935714,,,0.020894444,0.21922093
Cameroon,CMR,Quintile 5,2006,0.912485714,0.564857143,0.269075,,0.003196296,0.007318519,0.013055556,0.0994125,0.264585714,232.4444444,232.4444444,232.4444444,,,,0.00526,,,0.122735484,0.121483333
Canada,CAN,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Quintile 1,2006,0.9426,0.892555556,0.556744444,,,,0.021566667,0.011433333,0.118966667,,,,,,,,,,,
Chile,CHL,Quintile 2,2006,0.956445,0.920344444,0.646688889,,,,0.013333333,0.013266667,0.0998,,,,,,,,,,,
Chile,CHL,Quintile 3,2006,0.973236667,0.945388889,0.741477778,,,,0.013433333,0.0112,0.079766667,,,,,,,,,,,
Chile,CHL,Quintile 4,2006,0.98251875,0.964788889,0.825266667,,,,0.006833333,0.0043,0.0656,,,,,,,,,,,
Chile,CHL,Quintile 5,2006,0.988216667,0.981422222,0.902511111,,,,0.003833333,0.001133333,0.032866667,,,,,,,,,,,
Colombia,COL,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Quintile 1,2006,0.819588889,0.379522222,0.173422222,,,,0.035066667,0.1272,0.333366667,,,,,,,,,,,
Costa Rica,CRI,Quintile 2,2006,0.873155556,0.435511111,0.247,,,,0.011666667,0.090133333,0.2543,,,,,,,,,,,
Costa Rica,CRI,Quintile 3,2006,0.921166667,0.468244444,0.3113,,,,0.007133333,0.0903,0.227566667,,,,,,,,,,,
Costa Rica,CRI,Quintile 4,2006,0.946944444,0.585355556,0.475366667,,,,0.0055,0.062233333,0.191533333,,,,,,,,,,,
Costa Rica,CRI,Quintile 5,2006,0.975211111,0.7617,0.646844444,,,,0.002533333,0.0238,0.076733333,,,,,,,,,,,
Croatia,HRV,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,CIV,Quintile 1,2006,0.144571429,0.028866667,0.00565,,0.0857125,0.3386875,0.605,0.7019875,0.847733333,116.25,116.25,116.25,,,,0.54743871,,,0,0.541571429
Côte d'Ivoire,CIV,Quintile 2,2006,0.286488889,0.069511111,0.005525,,0.054506667,0.24444,0.410477778,0.517977778,0.758188889,113.7333333,113.7333333,113.7333333,,,,0.417658333,,,0,0.53395
Côte d'Ivoire,CIV,Quintile 3,2006,0.3655,0.102477778,0.032266667,,0.035233333,0.199152381,0.381322222,0.4573,0.711411111,113.047619,113.047619,113.047619,,,,0.360613889,,,0.001369565,0.536522857
Côte d'Ivoire,CIV,Quintile 4,2006,0.479233333,0.212677778,0.044866667,,0.025191667,0.12725,0.267466667,0.417277778,0.618955556,150.0833333,150.0833333,150.0833333,,,,0.245081818,,,0.024873913,0.468596875
Côte d'Ivoire,CIV,Quintile 5,2006,0.602425,0.3713,0.197814286,,0.012886957,0.065095652,0.141733333,0.328744444,0.4812875,199.9565217,199.9565217,199.9565217,,,,0.110911538,,,0.051308333,0.366765517
Denmark,DNK,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Dominican Rep.,DOM,Quintile 1,2006,0.701155556,0.647644444,0.291266667,,,,0.038133333,0.020433333,0.1399,,,,,,,,,,,
Dominican Rep.,DOM,Quintile 2,2006,0.7741,0.680011111,0.315288889,,,,0.032233333,0.019866667,0.153366667,,,,,,,,,,,
Dominican Rep.,DOM,Quintile 3,2006,0.844944444,0.764977778,0.446,,,,0.0213,0.023266667,0.112433333,,,,,,,,,,,
Dominican Rep.,DOM,Quintile 4,2006,0.8739,0.770944444,0.511511111,,,,0.013766667,0.015366667,0.1143,,,,,,,,,,,
Dominican Rep.,DOM,Quintile 5,2006,0.9289,0.857688889,0.652666667,,,,0.004666667,0.035733333,0.1073,,,,,,,,,,,
Ecuador,ECU,Quintile 1,2006,0.8965,0.493088889,0.2502,,,,0.0611,0.1974,0.396866667,,,,,,,,,,,
Ecuador,ECU,Quintile 2,2006,0.932033333,0.572955556,0.353611111,,,,0.033566667,0.1793,0.3394,,,,,,,,,,,
Ecuador,ECU,Quintile 3,2006,0.950966667,0.627355556,0.408722222,,,,0.0239,0.132433333,0.315,,,,,,,,,,,
Ecuador,ECU,Quintile 4,2006,0.944688889,0.722644444,0.527677778,,,,0.015433333,0.1226,0.256266667,,,,,,,,,,,
Ecuador,ECU,Quintile 5,2006,0.965385,0.813822222,0.711777778,,,,0.001666667,0.0667,0.181566667,,,,,,,,,,,
El Salvador,SLV,Quintile 1,2006,0.602955556,0.377255556,0.162733333,,,,0.126733333,0.270833333,0.521633333,,,,,,,,,,,
El Salvador,SLV,Quintile 2,2006,0.7185,0.528122222,0.296933333,,,,0.064333333,0.234266667,0.481666667,,,,,,,,,,,
El Salvador,SLV,Quintile 3,2006,0.785088889,0.615422222,0.375322222,,,,0.043166667,0.169766667,0.391566667,,,,,,,,,,,
El Salvador,SLV,Quintile 4,2006,0.859355556,0.658422222,0.503822222,,,,0.0234,0.108966667,0.288233333,,,,,,,,,,,
El Salvador,SLV,Quintile 5,2006,0.917144444,0.790355556,0.697033333,,,,0.015533333,0.082166667,0.2064,,,,,,,,,,,
Estonia,EST,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Quintile 1,2006,0.33166,0.154791667,0.104633333,5.671357143,0.200764286,0.307342857,0.147605556,0.172435294,0.500736364,111.6428571,111.6428571,111.6428571,342.3333333,128.7647059,77.27272727,0.11185,0.796755556,0.7758,0,0.575761111
Eswatini,SWZ,Quintile 2,2006,0.600338889,0.25478,0.116023077,7.653388889,0.105294444,0.137388889,0.090683333,0.135966667,0.36565,103.4444444,103.4444444,103.4444444,322.1111111,126,93.41666667,0.060005556,0.759407143,0.7329,0.00135,0.533236842
Eswatini,SWZ,Quintile 3,2006,0.668466667,0.391047059,0.173,8.279304762,0.033680952,0.069785714,0.074957143,0.152,0.365992857,107.7142857,107.7142857,107.7142857,252.2857143,136.1764706,90.14285714,0.038073684,0.87645625,0.696157143,0.00512,0.508580952
Eswatini,SWZ,Quintile 4,2006,0.729155,0.458665,0.284663158,9.336304762,0.031342857,0.05397619,0.071133333,0.142578947,0.353293333,129.1428571,129.1428571,129.1428571,220.8571429,118.1052632,83.46666667,0.047633333,0.887485,0.757926667,0.020385,0.442414286
Eswatini,SWZ,Quintile 5,2006,0.824963158,0.625005263,0.476489474,10.63326,0.02813,0.03861,0.043147619,0.095610526,0.26606875,153.6,153.6,153.6,210.8571429,107.7894737,82.3125,0.021725,0.924694737,0.902925,0.06489,0.284333333
Finland,FIN,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
France,FRA,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
France,FRA,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
France,FRA,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
France,FRA,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
France,FRA,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Gambia,GMB,Quintile 1,2006,0.324866667,0.1253,0.040616667,,0,0.091114286,0.485222222,0.478071429,0.692566667,77.85714286,77.85714286,77.85714286,,,,0.448022727,,,0.003353846,0.422827273
Gambia,GMB,Quintile 2,2006,0.568433333,0.265255556,0.0679,,0.00465,0.02275,0.296244444,0.318744444,0.476933333,104.4166667,104.4166667,104.4166667,,,,0.345557692,,,0.0084125,0.367124
Gambia,GMB,Quintile 3,2006,0.523877778,0.320766667,0.131188889,,0.003546667,0.040266667,0.282377778,0.313633333,0.5219,115.6,115.6,115.6,,,,0.311220833,,,0.003658824,0.315516
Gambia,GMB,Quintile 4,2006,0.627522222,0.3838,0.184722222,,0.00476875,0.04225625,0.238077778,0.273466667,0.450677778,151.375,151.375,151.375,,,,0.239269565,,,0.021316667,0.316645833
Gambia,GMB,Quintile 5,2006,0.814977778,0.628288889,0.377255556,,0.000788889,0.008666667,0.168255556,0.2101,0.2847,256.8888889,256.8888889,256.8888889,,,,0.098244444,,,0.044166667,0.254788889
Georgia,GEO,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Quintile 1,2006,0.3406,0.1808,0.0014,,0.03249,0.13317,,,,100.3,100.3,100.3,,,,0.294286957,,,0.003658333,0.576361538
Ghana,GHA,Quintile 2,2006,0.6355,0.3862,0.006,,0.016177778,0.096955556,,,,130.8888889,130.8888889,130.8888889,,,,0.131254545,,,0.004325,0.472186111
Ghana,GHA,Quintile 3,2006,0.7318,0.4929,0.0137,,0.02518,0.079546667,,,,85.53333333,85.53333333,85.53333333,,,,0.066723077,,,0.009373333,0.4641875
Ghana,GHA,Quintile 4,2006,0.8437,0.663,0.0602,,0.004610526,0.043042105,,,,104,104,104,,,,0.059308333,,,0.045985,0.362793333
Ghana,GHA,Quintile 5,2006,0.917,0.8567,0.181,,0.003530769,0.022215385,,,,171.5384615,171.5384615,171.5384615,,,,0.02016875,,,0.12115,0.236773684
Greece,GRC,Quintile 1,2006,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Quintile 2,2006,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Quintile 3,2006,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Quintile 4,2006,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Quintile 5,2006,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Quintile 1,2006,0.4654,0.130066667,0.0473,,,,0.145966667,0.393633333,0.629666667,,,,,,,,,,,
Guatemala,GTM,Quintile 2,2006,0.555533333,0.1834,0.118211111,,,,0.1067,0.3544,0.604233333,,,,,,,,,,,
Guatemala,GTM,Quintile 3,2006,0.626277778,0.266733333,0.157333333,,,,0.079566667,0.310866667,0.579366667,,,,,,,,,,,
Guatemala,GTM,Quintile 4,2006,0.703777778,0.388788889,0.260766667,,,,0.0669,0.2479,0.482366667,,,,,,,,,,,
Guatemala,GTM,Quintile 5,2006,0.801888889,0.600422222,0.508222222,,,,0.0351,0.1548,0.271966667,,,,,,,,,,,
Guinea-Bissau,GNB,Quintile 1,2006,0.0796,0.0172,0.0109,,0.129809091,0.381090909,,,,105.5454545,105.5454545,105.5454545,,,,0.500877778,,,0,0.737155556
Guinea-Bissau,GNB,Quintile 2,2006,0.0746,0.0158,0.0101,,0.0975,0.357284615,,,,91.76923077,91.76923077,91.76923077,,,,0.478877778,,,0,0.753922222
Guinea-Bissau,GNB,Quintile 3,2006,0.1111,0.052,0.0449,,0.06260625,0.29581875,,,,113.875,113.875,113.875,,,,0.375177778,,,0,0.69556
Guinea-Bissau,GNB,Quintile 4,2006,0.3294,0.1234,0.0675,,0.041995,0.187595,,,,162.95,162.95,162.95,,,,0.29465,,,0,0.729308333
Guinea-Bissau,GNB,Quintile 5,2006,0.5257,0.2675,0.1796,,0.010778571,0.079742857,,,,360.6428571,360.6428571,360.6428571,,,,0.1507,,,0.035944444,0.678018182
Guyana,GUY,Quintile 1,2006,0.906383333,0.487533333,0.131266667,,0.006666667,0.083273333,0.025757143,0.198916667,0.7185,145.2666667,145.2666667,145.2666667,,,,0.033030435,,,0,0.1041
Guyana,GUY,Quintile 2,2006,0.864542857,0.6301,0.303466667,,0.013233333,0.053475,0.021888889,0.1804375,0.642966667,105.0833333,105.0833333,105.0833333,,,,0.015676471,,,0.029155556,0.038947368
Guyana,GUY,Quintile 3,2006,0.9521875,0.743457143,0.464171429,,0,0.02365,0.035211111,0.154442857,0.5232,99.25,99.25,99.25,,,,0.034578571,,,0.03278,0.042623529
Guyana,GUY,Quintile 4,2006,0.983366667,0.811566667,0.6040375,,0.002069231,0.009646154,0.0104,0.073911111,0.428571429,106.5384615,106.5384615,106.5384615,,,,0,,,0.071241667,0.042083333
Guyana,GUY,Quintile 5,2006,0.977933333,0.9211,0.774311111,,0,0,0.014811111,0.027533333,0.279122222,118.1538462,118.1538462,118.1538462,,,,0.003991667,,,0.119591667,0.020883333
Haiti,HTI,Quintile 1,2006,0.0642,0.017866667,0,2.926316667,0.4123,0.611433333,0.707744444,0.325771429,0.33575,337.3333333,337.3333333,337.3333333,,,,0.439571429,0.688316667,0.52915,0,0.862833333
Haiti,HTI,Quintile 2,2006,0.112455556,0.061788889,0.002685714,4.949925,0.2389875,0.3802125,0.581855556,0.207455556,0.256788889,300.625,300.625,300.625,,,,0.284611111,0.823485714,0.563533333,0,0.810377778
